Geneid	Chr	Start	End	Strand	Length	pDG_M-t0-1	pDG_M-t0-2	pDG7_M-t0-1	pDG7_M-t0-2	pDG-t0-1	pDG-t0-2	pDG7-t0-1	pDG7-t0-2	GIL01-t0-1	GIL01_M-t0-1
HIS92_RS13325	NZ_CP051858.1	2608130	2608972	-	843	153	224	265	237	217	208	226	350	416	499
HIS92_RS13330	NZ_CP051858.1	2608953	2610269	-	1317	399	450	466	500	404	430	466	742	896	887
HIS92_RS13335	NZ_CP051858.1	2610266	2612107	-	1842	613	905	931	1054	721	954	935	1276	1539	1079
HIS92_RS13340	NZ_CP051858.1	2612111	2612818	-	708	312	416	286	474	323	343	377	564	492	287
HIS92_RS13345	NZ_CP051858.1	2613100	2613172	-	73	1	3	12	4	2	7	10	6	19	21
HIS92_RS13350	NZ_CP051858.1	2613214	2613289	-	76	10	8	4	12	5	4	6	18	14	1
HIS92_RS13355	NZ_CP051858.1	2613311	2613382	-	72	30	11	32	15	13	13	18	45	37	26
HIS92_RS13360	NZ_CP051858.1	2613396	2613471	-	76	2	0	0	1	0	0	0	1	1	0
HIS92_RS13365	NZ_CP051858.1	2613612	2614901	-	1290	852	1153	601	1405	1318	1253	1533	2160	2991	2113
HIS92_RS13370	NZ_CP051858.1	2615117	2616466	-	1350	1651	1977	1095	1556	1282	1436	1270	1947	2764	2592
HIS92_RS13375	NZ_CP051858.1	2616494	2616940	-	447	309	511	231	436	274	368	357	540	579	475
HIS92_RS13380	NZ_CP051858.1	2616937	2618910	-	1974	1308	1848	1349	2185	1847	2319	2470	3314	3104	1856
HIS92_RS13385	NZ_CP051858.1	2618989	2619924	-	936	73	87	92	117	108	103	147	194	335	273
HIS92_RS13390	NZ_CP051858.1	2620004	2620237	-	234	3527	5599	2822	6999	5977	6233	7708	11976	10687	6709
HIS92_RS13395	NZ_CP051858.1	2620283	2620804	-	522	9183	17120	6924	19967	18099	18197	23251	36296	35484	22663
HIS92_RS13400	NZ_CP051858.1	2620831	2621121	-	291	9301	9936	6607	11754	11567	11013	15051	22606	22156	14935
HIS92_RS13405	NZ_CP051858.1	2621313	2622413	-	1101	1656	2506	1724	3323	2683	2633	3399	4528	5192	2182
HIS92_RS13410	NZ_CP051858.1	2622529	2622726	-	198	62	115	74	161	89	84	120	129	136	78
HIS92_RS13415	NZ_CP051858.1	2622750	2623631	-	882	287	425	375	610	360	487	526	666	598	340
HIS92_RS13420	NZ_CP051858.1	2623891	2624487	+	597	9	11	25	14	21	9	11	20	29	10
HIS92_RS13425	NZ_CP051858.1	2624508	2625359	-	852	2884	3878	4225	5102	3817	4517	5286	6551	1598	568
HIS92_RS13430	NZ_CP051858.1	2625352	2626113	-	762	1236	1853	1126	2132	1712	2212	2262	2705	604	270
HIS92_RS13435	NZ_CP051858.1	2626304	2627176	-	873	437	640	492	823	791	1126	1094	1633	1750	1489
HIS92_RS13440	NZ_CP051858.1	2627282	2628001	-	720	294	510	388	626	588	758	732	1098	899	921
HIS92_RS13445	NZ_CP051858.1	2628023	2629912	-	1890	1370	1639	1920	2364	1933	2313	2585	3756	2575	2316
HIS92_RS13450	NZ_CP051858.1	2629959	2631335	-	1377	236	330	368	407	385	445	589	862	1042	870
HIS92_RS13455	NZ_CP051858.1	2631562	2632179	-	618	4484	5675	5748	7511	6019	6273	7606	9798	10112	4218
HIS92_RS13460	NZ_CP051858.1	2632176	2632943	-	768	2119	3415	2037	4305	2933	3551	4381	5196	4998	2520
HIS92_RS13465	NZ_CP051858.1	2632996	2633343	-	348	487	711	394	797	486	551	754	993	954	600
HIS92_RS13470	NZ_CP051858.1	2633420	2633554	-	135	698	1501	751	1670	1026	1345	1336	1609	1651	782
HIS92_RS13475	NZ_CP051858.1	2634119	2635459	+	1341	1259	1769	989	2416	1292	1324	1683	2617	1641	1428
HIS92_RS13480	NZ_CP051858.1	2635638	2636783	+	1146	1366	1901	1068	2652	1132	1140	1620	2291	1853	1350
HIS92_RS13485	NZ_CP051858.1	2636911	2637123	+	213	229	291	142	289	228	225	237	338	218	225
HIS92_RS13490	NZ_CP051858.1	2637136	2638263	+	1128	763	1238	634	1277	887	1160	1068	1723	1543	1662
HIS92_RS13495	NZ_CP051858.1	2638303	2640225	+	1923	1968	2485	1566	2368	1958	2112	2042	3123	3011	3973
HIS92_RS13500	NZ_CP051858.1	2640314	2642785	+	2472	3851	5261	2487	4812	3633	4004	4001	5854	4535	5351
HIS92_RS13505	NZ_CP051858.1	2643029	2644580	+	1552	735	592	1021	546	457	600	493	884	1385	1023
HIS92_RS13510	NZ_CP051858.1	2644711	2644787	+	77	1	1	1	0	0	0	0	1	7	1
HIS92_RS13515	NZ_CP051858.1	2644796	2644871	+	76	11	9	19	9	11	19	13	29	53	12
HIS92_RS13520	NZ_CP051858.1	2644952	2647873	+	2922	2941	2093	4461	1840	1934	2279	2035	2837	6005	2959
HIS92_RS13525	NZ_CP051858.1	2647922	2648037	+	116	0	0	4	0	0	1	1	7	7	2
HIS92_RS13530	NZ_CP051858.1	2648072	2649073	-	1002	13	17	28	8	4	10	14	31	24	4
HIS92_RS13535	NZ_CP051858.1	2649189	2650652	+	1464	3783	4952	3994	6473	3623	5427	5460	5797	2954	1168
HIS92_RS13540	NZ_CP051858.1	2650766	2652073	+	1308	868	1229	988	1621	1588	1599	2161	2950	4083	1975
HIS92_RS13545	NZ_CP051858.1	2652235	2653122	+	888	1432	2217	2427	3227	2424	3062	2882	3461	3738	1932
HIS92_RS13550	NZ_CP051858.1	2653141	2653731	+	591	1984	2937	3548	4193	3408	4042	3967	4657	5039	1945
HIS92_RS13555	NZ_CP051858.1	2654059	2655333	+	1275	3269	4946	4643	6956	6245	8602	7389	8156	3908	2278
HIS92_RS13560	NZ_CP051858.1	2655488	2655580	+	93	294	671	564	824	733	934	1069	1252	1137	492
HIS92_RS13565	NZ_CP051858.1	2655747	2656139	+	393	3638	4588	3152	6121	3593	4195	4941	5676	4448	1846
HIS92_RS13570	NZ_CP051858.1	2656175	2656843	-	669	82	96	104	128	133	141	172	323	317	394
HIS92_RS13575	NZ_CP051858.1	2656846	2657481	-	636	26	55	54	67	63	81	69	148	206	334
HIS92_RS13580	NZ_CP051858.1	2657607	2658146	-	540	3	1	12	3	1	1	0	5	7	4
HIS92_RS13585	NZ_CP051858.1	2658254	2658754	+	501	9	19	71	40	17	19	20	49	88	19
HIS92_RS13590	NZ_CP051858.1	2658834	2659098	+	265	5905	10596	8510	8903	10830	10498	9538	15336	53384	14369
HIS92_RS13595	NZ_CP051858.1	2659231	2660919	+	1689	1353	2089	1535	2385	1914	2232	2446	3201	2575	2202
HIS92_RS13600	NZ_CP051858.1	2660945	2661271	+	327	110	214	99	276	204	207	218	333	189	239
HIS92_RS13605	NZ_CP051858.1	2661286	2661882	+	597	684	1209	482	1356	884	860	1116	1418	1565	1189
HIS92_RS13610	NZ_CP051858.1	2661897	2662118	+	222	933	763	1001	1135	757	748	987	1347	1338	780
HIS92_RS13615	NZ_CP051858.1	2662280	2662549	+	270	1	9	28	13	4	11	9	21	20	11
HIS92_RS13620	NZ_CP051858.1	2662770	2664321	+	1552	667	576	970	550	429	598	447	797	1323	999
HIS92_RS13625	NZ_CP051858.1	2664452	2664528	+	77	1	2	2	2	3	0	1	1	6	6
HIS92_RS13630	NZ_CP051858.1	2664537	2664612	+	76	16	2	34	9	13	20	22	33	46	12
HIS92_RS13635	NZ_CP051858.1	2664693	2667614	+	2922	3076	2136	4512	1833	1908	2241	2110	2817	6016	2905
HIS92_RS13640	NZ_CP051858.1	2667664	2667779	+	116	0	0	5	2	0	0	0	5	9	1
HIS92_RS13645	NZ_CP051858.1	2667968	2668147	+	180	5	21	38	17	6	20	16	42	76	22
HIS92_RS13650	NZ_CP051858.1	2668219	2669640	+	1422	82	123	74	200	130	147	178	216	151	119
HIS92_RS13655	NZ_CP051858.1	2669642	2670268	+	627	35	81	90	90	56	76	65	121	109	80
HIS92_RS13660	NZ_CP051858.1	2670304	2671287	+	984	657	668	481	867	606	727	819	941	476	382
HIS92_RS13665	NZ_CP051858.1	2671293	2672120	+	828	583	930	517	1079	704	941	950	1186	934	659
HIS92_RS13670	NZ_CP051858.1	2672135	2672485	+	351	1089	1235	1585	1737	940	1082	1436	1780	2178	813
HIS92_RS13675	NZ_CP051858.1	2672568	2673308	+	741	63	50	80	88	70	64	71	143	123	163
HIS92_RS13680	NZ_CP051858.1	2673295	2673585	+	291	19	32	25	38	13	32	13	37	48	66
HIS92_RS13685	NZ_CP051858.1	2673554	2674429	+	876	92	149	130	176	98	95	124	244	222	221
HIS92_RS13690	NZ_CP051858.1	2674450	2674734	-	285	60768	41903	97467	67386	48879	52036	61036	74023	33966	7357
HIS92_RS13695	NZ_CP051858.1	2675187	2677196	+	2010	4412	6762	4544	8024	4887	5683	6131	7369	6145	2949
HIS92_RS13700	NZ_CP051858.1	2677363	2678130	+	768	302	442	269	602	218	274	300	448	389	237
HIS92_RS13705	NZ_CP051858.1	2678346	2678903	+	558	26	58	38	81	41	44	38	79	73	60
HIS92_RS13710	NZ_CP051858.1	2678900	2679778	+	879	225	291	124	378	239	236	358	384	414	250
HIS92_RS13715	NZ_CP051858.1	2679889	2680752	+	864	30	25	60	44	20	27	36	58	71	28
HIS92_RS13720	NZ_CP051858.1	2680979	2681239	+	261	5	5	30	10	3	9	1	13	30	3
HIS92_RS13725	NZ_CP051858.1	2681352	2681510	+	159	11	17	39	20	17	14	28	32	27	11
HIS92_RS13730	NZ_CP051858.1	2681707	2682576	+	870	319	469	403	644	411	513	564	677	614	461
HIS92_RS13735	NZ_CP051858.1	2682631	2683479	+	849	4738	5106	6924	7510	7263	7441	9090	11203	10804	2248
HIS92_RS13740	NZ_CP051858.1	2683601	2683975	+	375	454	581	297	874	579	585	873	919	458	243
HIS92_RS13745	NZ_CP051858.1	2684128	2684421	+	294	8978	7290	15664	10733	5956	8130	8391	9305	8186	1471
HIS92_RS13750	NZ_CP051858.1	2684733	2686112	+	1380	1690	2228	1422	2581	2600	2960	3189	3829	3710	3397
HIS92_RS13755	NZ_CP051858.1	2686131	2687084	+	954	1185	1551	1076	1620	1889	1974	2024	2663	3765	3737
HIS92_RS13760	NZ_CP051858.1	2687094	2687717	+	624	622	632	823	853	484	630	633	853	692	459
HIS92_RS13765	NZ_CP051858.1	2687788	2688012	+	225	145	133	218	217	152	225	211	277	283	128
HIS92_RS13770	NZ_CP051858.1	2688118	2691648	+	3531	397	613	469	676	526	733	630	1087	1000	1195
HIS92_RS13775	NZ_CP051858.1	2691785	2692321	+	537	241	358	356	416	357	372	410	578	522	329
HIS92_RS13780	NZ_CP051858.1	2692552	2694153	+	1602	122	126	238	262	171	174	181	318	300	398
HIS92_RS13785	NZ_CP051858.1	2694166	2695626	+	1461	186	297	248	369	247	291	279	532	506	609
HIS92_RS13790	NZ_CP051858.1	2695641	2695916	+	276	43	108	82	110	71	77	119	172	126	121
HIS92_RS13795	NZ_CP051858.1	2695975	2696283	+	309	66	95	110	159	105	114	126	233	211	166
HIS92_RS13800	NZ_CP051858.1	2696280	2696933	+	654	417	530	577	668	559	540	708	960	855	511
HIS92_RS13805	NZ_CP051858.1	2696930	2697289	+	360	498	924	653	1204	941	1071	1208	1387	1329	626
HIS92_RS13810	NZ_CP051858.1	2697377	2697862	+	486	3482	3450	3244	4344	2641	3307	3779	4289	3775	2589
HIS92_RS13815	NZ_CP051858.1	2698022	2698095	+	74	2	0	2	3	1	1	3	4	6	0
HIS92_RS13820	NZ_CP051858.1	2698109	2698180	+	72	1	0	6	2	6	2	7	14	4	1
HIS92_RS13825	NZ_CP051858.1	2698438	2700909	+	2472	39	106	333	109	48	90	57	228	312	136
HIS92_RS13830	NZ_CP051858.1	2701140	2702570	+	1431	12396	16669	14785	20176	11430	15300	14966	17508	10003	6262
HIS92_RS13835	NZ_CP051858.1	2702567	2703109	+	543	4257	6097	5256	7671	4462	5876	5809	6753	4155	2810
HIS92_RS13840	NZ_CP051858.1	2703195	2705096	+	1902	16394	22703	23347	28089	16850	22076	18980	23928	19052	15004
HIS92_RS13845	NZ_CP051858.1	2705341	2706129	+	789	46	115	166	151	71	107	92	227	249	189
HIS92_RS13850	NZ_CP051858.1	2706136	2707011	+	876	129	159	168	189	161	173	157	318	287	376
HIS92_RS13855	NZ_CP051858.1	2707116	2708039	+	924	822	871	904	2322	1758	789	1261	2035	912	977
HIS92_RS13860	NZ_CP051858.1	2708262	2709659	+	1398	252	337	422	377	283	335	312	551	393	408
HIS92_RS13865	NZ_CP051858.1	2709665	2710252	+	588	94	115	123	165	86	102	128	227	189	155
HIS92_RS13870	NZ_CP051858.1	2710246	2711118	+	873	57	89	63	102	72	87	99	107	120	118
HIS92_RS13875	NZ_CP051858.1	2711093	2711953	+	861	12	21	63	33	23	13	20	59	52	38
HIS92_RS13880	NZ_CP051858.1	2711954	2712316	+	363	10	14	106	61	18	36	18	66	89	52
HIS92_RS13885	NZ_CP051858.1	2712313	2712828	+	516	17	24	55	54	26	18	32	60	84	67
HIS92_RS13890	NZ_CP051858.1	2712780	2712983	+	204	3	13	20	9	5	7	11	22	16	28
HIS92_RS13895	NZ_CP051858.1	2713007	2714005	+	999	219	220	248	276	187	169	226	384	399	358
HIS92_RS13900	NZ_CP051858.1	2714165	2715664	+	1500	3606	5718	1891	6656	3956	4071	5511	7417	5990	5055
HIS92_RS13905	NZ_CP051858.1	2716038	2717589	+	1552	676	545	1025	515	447	567	454	759	1364	970
HIS92_RS13910	NZ_CP051858.1	2717736	2720657	+	2922	3012	2178	4515	1797	1947	2206	1987	2721	5972	2863
HIS92_RS13915	NZ_CP051858.1	2720707	2720822	+	116	1	0	3	1	0	2	0	2	7	1
HIS92_RS13920	NZ_CP051858.1	2721030	2721491	+	462	1064	1405	1076	1983	1077	1219	1520	2427	550	297
HIS92_RS13925	NZ_CP051858.1	2721662	2722210	+	549	688	1058	590	1531	760	926	1128	1827	450	317
HIS92_RS13930	NZ_CP051858.1	2722215	2723279	+	1065	1357	2094	1295	3021	1441	1737	2022	3193	885	575
HIS92_RS13935	NZ_CP051858.1	2723302	2725737	+	2436	6091	9250	4689	13021	5094	5511	7136	11255	3490	2373
HIS92_RS13940	NZ_CP051858.1	2725833	2727209	+	1377	242	338	260	348	232	280	264	489	462	510
HIS92_RS13945	NZ_CP051858.1	2727213	2728286	+	1074	222	396	313	463	324	372	306	484	349	413
HIS92_RS13950	NZ_CP051858.1	2728449	2729552	+	1104	832	1236	967	1549	1182	1524	1417	1758	1457	1089
HIS92_RS13955	NZ_CP051858.1	2729569	2730249	+	681	780	1142	798	1381	829	1122	1080	1410	1126	976
HIS92_RS13960	NZ_CP051858.1	2730366	2730842	+	477	79	140	99	195	143	124	167	264	164	171
HIS92_RS13965	NZ_CP051858.1	2730932	2732389	+	1458	3470	4688	2315	5370	3956	4286	5071	7161	5994	4324
HIS92_RS13970	NZ_CP051858.1	2732821	2733486	+	666	34	38	158	57	25	45	22	112	172	94
HIS92_RS13975	NZ_CP051858.1	2733467	2734864	+	1398	205	223	234	281	238	195	193	436	545	842
HIS92_RS13980	NZ_CP051858.1	2734867	2735274	+	408	100	120	81	105	90	73	109	181	156	226
HIS92_RS13985	NZ_CP051858.1	2735271	2736014	+	744	165	245	162	307	236	260	276	421	368	433
HIS92_RS13990	NZ_CP051858.1	2736018	2736530	+	513	224	340	268	418	329	334	341	540	382	387
HIS92_RS13995	NZ_CP051858.1	2736598	2737257	+	660	812	1005	675	1044	1011	1212	1576	1728	1032	227
HIS92_RS14000	NZ_CP051858.1	2737394	2737540	+	147	151	328	76	380	207	274	379	438	311	252
HIS92_RS14005	NZ_CP051858.1	2737573	2737752	+	180	317	358	148	490	379	390	603	634	494	364
HIS92_RS14010	NZ_CP051858.1	2737884	2738417	+	534	430	604	464	733	469	418	590	1015	1039	1386
HIS92_RS14015	NZ_CP051858.1	2738585	2739010	+	426	15387	17613	15602	17583	18562	20413	19321	28399	26923	41003
HIS92_RS14020	NZ_CP051858.1	2739188	2739880	+	693	3930	4730	3537	4493	6454	5663	6188	10914	13016	19465
HIS92_RS14025	NZ_CP051858.1	2740114	2740614	+	501	9984	13250	12258	17214	25548	21022	29793	43821	43765	38691
HIS92_RS14030	NZ_CP051858.1	2740682	2741041	+	360	3885	6719	5084	7948	9275	9807	11476	16713	13400	9532
HIS92_RS14035	NZ_CP051858.1	2741118	2741717	+	600	311	379	249	382	427	436	478	720	993	2139
HIS92_RS14040	NZ_CP051858.1	2742009	2745542	+	3534	9942	12826	7133	10842	12600	12538	12101	20436	29255	62992
HIS92_RS14045	NZ_CP051858.1	2745580	2749191	+	3612	15534	22085	10854	17648	20223	21603	18937	30697	39107	83972
HIS92_RS14050	NZ_CP051858.1	2749305	2749553	+	249	14417	13830	23052	18189	15740	19297	23867	30661	23712	18081
HIS92_RS14055	NZ_CP051858.1	2749668	2750090	+	423	10288	10536	6098	9732	10394	10328	11359	16805	19161	38634
HIS92_RS14060	NZ_CP051858.1	2750120	2750590	+	471	7236	10777	3870	9688	10336	10121	10677	16541	20838	38524
HIS92_RS14065	NZ_CP051858.1	2750796	2752874	+	2079	30207	40882	16696	28988	40360	38538	34000	55005	77090	183031
HIS92_RS14070	NZ_CP051858.1	2752992	2754179	+	1188	35465	43179	18237	31588	38354	38454	32599	51283	57464	133844
HIS92_RS14075	NZ_CP051858.1	2754580	2754888	+	309	3106	3680	1850	3460	4751	4003	4197	7250	6922	17087
HIS92_RS14080	NZ_CP051858.1	2754923	2755555	+	633	5882	6527	3154	5355	7567	6922	6323	11320	15283	42205
HIS92_RS14085	NZ_CP051858.1	2755581	2756204	+	624	5810	7332	3233	5889	8074	7343	7117	12252	16330	40109
HIS92_RS14090	NZ_CP051858.1	2756204	2756494	+	291	3747	3904	2148	3188	4320	3856	3641	6386	8422	21144
HIS92_RS14095	NZ_CP051858.1	2756523	2757353	+	831	11237	12484	7122	10347	13019	11950	10656	19145	25879	67649
HIS92_RS14100	NZ_CP051858.1	2757414	2757692	+	279	3257	3605	1824	2716	3610	3179	2706	5247	8309	24646
HIS92_RS14105	NZ_CP051858.1	2757710	2758051	+	342	2763	2767	1520	2239	3063	2458	2279	4223	5573	19590
HIS92_RS14110	NZ_CP051858.1	2758055	2758714	+	660	5085	6395	2954	5157	6632	5708	5439	9810	14394	39525
HIS92_RS14115	NZ_CP051858.1	2758716	2759150	+	435	2619	4019	1571	2950	3999	3545	3015	5401	8967	25245
HIS92_RS14120	NZ_CP051858.1	2759140	2759340	+	201	1698	2042	992	1482	1905	1663	1506	2612	4847	11834
HIS92_RS14125	NZ_CP051858.1	2759361	2759624	+	264	3685	3575	2192	2710	3401	3280	2767	5202	9533	23238
HIS92_RS14130	NZ_CP051858.1	2759668	2760036	+	369	5397	5532	3276	4283	5661	4904	4596	8152	13536	36074
HIS92_RS14135	NZ_CP051858.1	2760075	2760386	+	312	3644	3931	2159	3232	4027	3394	3334	5996	9991	25461
HIS92_RS14140	NZ_CP051858.1	2760413	2760952	+	540	6584	8064	4188	6587	8062	7325	6343	11493	19340	54820
HIS92_RS14145	NZ_CP051858.1	2760986	2761171	+	186	2574	3090	1701	2507	3001	2764	2440	4492	7051	20996
HIS92_RS14150	NZ_CP051858.1	2761201	2761599	+	399	4923	5791	3188	5151	6093	5365	5005	8822	13992	40688
HIS92_RS14155	NZ_CP051858.1	2761632	2762171	+	540	6429	7428	4098	5891	7485	7198	6385	10695	17302	47982
HIS92_RS14160	NZ_CP051858.1	2762205	2762567	+	363	3329	4312	2386	3606	4617	4196	3616	6537	9974	28377
HIS92_RS14165	NZ_CP051858.1	2762589	2763089	+	501	6178	7483	4288	6339	7701	7186	6239	11177	16337	49167
HIS92_RS14170	NZ_CP051858.1	2763103	2763285	+	183	2562	2600	1758	2181	2696	2494	2175	3843	6168	15347
HIS92_RS14175	NZ_CP051858.1	2763319	2763759	+	441	5665	6403	4225	5779	6750	6528	5771	9900	12352	38915
HIS92_RS14180	NZ_CP051858.1	2763759	2765060	+	1302	20903	24073	23636	25588	26938	29752	27232	43844	43950	106999
HIS92_RS14185	NZ_CP051858.1	2765115	2765765	+	651	4805	5955	4049	6085	8524	7519	7651	12355	18747	52086
HIS92_RS14190	NZ_CP051858.1	2765765	2766511	+	747	8608	10068	8766	10610	13267	13881	12295	19914	27235	64461
HIS92_RS14195	NZ_CP051858.1	2766580	2766798	+	219	940	1309	684	1204	1529	1337	1326	2348	4412	12669
HIS92_RS14200	NZ_CP051858.1	2766834	2766947	+	114	1320	1359	1150	1487	1878	1794	1780	3094	4148	12348
HIS92_RS14205	NZ_CP051858.1	2766969	2767334	+	366	4376	5041	3656	5114	6096	5785	5569	8916	14784	38207
HIS92_RS14210	NZ_CP051858.1	2767359	2767748	+	390	2562	4891	2351	4660	5181	5285	4685	7877	10926	29230
HIS92_RS14215	NZ_CP051858.1	2767929	2768873	+	945	11614	15842	10055	15506	16606	17093	16451	25391	30643	77720
HIS92_RS14220	NZ_CP051858.1	2768909	2769271	+	363	5020	7161	3701	7172	6680	7009	7378	10221	9659	21611
HIS92_RS14225	NZ_CP051858.1	2769375	2770217	+	843	131	168	94	146	162	130	167	314	434	1444
HIS92_RS14230	NZ_CP051858.1	2770193	2771074	+	882	148	188	133	189	195	149	151	352	445	1220
HIS92_RS14235	NZ_CP051858.1	2771062	2771856	+	795	202	204	167	207	161	170	194	335	375	1012
HIS92_RS14240	NZ_CP051858.1	2771871	2772614	+	744	180	181	168	207	177	134	185	372	418	1107
HIS92_RS14245	NZ_CP051858.1	2772767	2773204	+	438	5857	5533	5898	5902	6254	5777	6141	9971	9042	19655
HIS92_RS14250	NZ_CP051858.1	2773226	2773618	+	393	2635	5000	2357	5575	5274	5252	5926	8276	7703	9067
HIS92_RS14255	NZ_CP051858.1	2773780	2774208	+	429	5	2	8	6	2	6	1	10	14	8
HIS92_RS14260	NZ_CP051858.1	2774275	2774988	+	714	32	42	70	26	14	16	22	51	66	18
HIS92_RS14265	NZ_CP051858.1	2775133	2776200	+	1068	644	958	706	1256	789	872	944	1290	749	730
HIS92_RS14270	NZ_CP051858.1	2776369	2776986	-	618	1	9	59	12	5	11	7	25	48	5
HIS92_RS14275	NZ_CP051858.1	2777126	2777737	+	612	160	224	265	232	135	212	170	229	187	106
HIS92_RS14280	NZ_CP051858.1	2777857	2778621	-	765	12	11	34	8	5	6	12	22	21	8
HIS92_RS14285	NZ_CP051858.1	2778792	2779010	+	219	3	3	39	11	6	10	3	20	32	2
HIS92_RS14290	NZ_CP051858.1	2779236	2780787	+	1552	653	605	1046	500	465	627	424	780	1307	975
HIS92_RS14295	NZ_CP051858.1	2780934	2783855	+	2922	2973	2123	4498	1882	1938	2263	2035	2912	6037	2929
HIS92_RS14300	NZ_CP051858.1	2783946	2784061	+	116	1	1	2	2	0	2	1	8	4	3
HIS92_RS14305	NZ_CP051858.1	2784071	2784145	+	75	0	0	1	0	0	1	0	3	6	2
HIS92_RS14310	NZ_CP051858.1	2784150	2784222	+	73	213	106	477	200	160	136	213	274	648	245
HIS92_RS14315	NZ_CP051858.1	2784244	2784318	+	75	106	144	200	243	169	132	200	339	596	212
HIS92_RS14320	NZ_CP051858.1	2784324	2784399	+	76	34	53	49	55	63	47	61	128	187	81
HIS92_RS14325	NZ_CP051858.1	2784416	2784499	+	84	36	38	45	37	47	28	39	53	141	93
HIS92_RS14330	NZ_CP051858.1	2784565	2784639	+	75	17	20	29	28	11	19	21	49	66	41
HIS92_RS14335	NZ_CP051858.1	2784645	2784720	+	76	3	2	4	3	5	2	1	6	6	15
HIS92_RS14340	NZ_CP051858.1	2784726	2784797	+	72	6	10	10	14	13	3	11	28	29	20
HIS92_RS14345	NZ_CP051858.1	2784808	2784880	+	73	0	1	0	0	0	0	0	4	2	0
HIS92_RS14350	NZ_CP051858.1	2784998	2786143	+	1146	12	39	227	75	11	32	23	151	197	33
HIS92_RS14355	NZ_CP051858.1	2786354	2787247	+	894	205	361	355	419	283	463	481	626	239	35
HIS92_RS14360	NZ_CP051858.1	2787496	2788317	+	822	510	644	476	814	457	603	717	876	886	671
HIS92_RS14365	NZ_CP051858.1	2788310	2789797	+	1488	841	1104	816	1342	729	979	1138	1544	1663	1496
HIS92_RS14370	NZ_CP051858.1	2789790	2791136	+	1347	2311	3041	1783	3572	2329	2425	3003	4068	4191	2588
HIS92_RS14375	NZ_CP051858.1	2791425	2791610	+	186	276	386	472	520	401	505	501	622	517	222
HIS92_RS14380	NZ_CP051858.1	2791623	2793425	+	1803	1441	2009	871	2108	1317	1506	1441	2135	3308	2263
HIS92_RS14385	NZ_CP051858.1	2793686	2795650	+	1965	16	28	113	68	17	39	22	96	119	20
HIS92_RS14390	NZ_CP051858.1	2795758	2796324	+	567	450	479	325	511	381	366	475	541	428	187
HIS92_RS14395	NZ_CP051858.1	2796397	2796903	-	507	12808	17463	15781	18078	9494	16255	13820	12519	3862	619
HIS92_RS14400	NZ_CP051858.1	2797297	2798073	+	777	149	134	194	223	96	103	136	190	112	44
HIS92_RS14405	NZ_CP051858.1	2798114	2798782	-	669	5	12	31	13	2	15	16	39	33	6
HIS92_RS14410	NZ_CP051858.1	2798757	2799797	-	1041	12	18	35	17	14	13	18	40	35	5
HIS92_RS14415	NZ_CP051858.1	2799810	2800622	-	813	12	14	33	12	13	9	15	40	33	2
HIS92_RS14420	NZ_CP051858.1	2800902	2801810	-	909	7	5	32	14	7	8	5	20	21	0
HIS92_RS14425	NZ_CP051858.1	2801967	2802731	+	765	116	197	197	256	180	236	234	392	342	87
HIS92_RS14430	NZ_CP051858.1	2802798	2804234	+	1437	20	31	100	69	15	44	35	119	157	70
HIS92_RS14435	NZ_CP051858.1	2804231	2804764	+	534	9	16	34	22	11	27	17	27	43	26
HIS92_RS14440	NZ_CP051858.1	2804842	2806560	+	1719	179	309	294	319	240	336	325	441	795	370
HIS92_RS14445	NZ_CP051858.1	2806687	2807937	+	1251	22	29	68	36	17	42	35	88	164	51
HIS92_RS14450	NZ_CP051858.1	2807971	2808417	-	447	41	35	45	61	48	51	71	72	45	39
HIS92_RS14455	NZ_CP051858.1	2808692	2809195	+	504	95	155	166	252	173	197	242	327	320	169
HIS92_RS14460	NZ_CP051858.1	2809212	2809427	-	216	1	5	7	9	4	1	1	13	12	1
HIS92_RS14465	NZ_CP051858.1	2809839	2810756	+	918	2	8	34	22	2	10	8	36	28	4
HIS92_RS14470	NZ_CP051858.1	2810774	2811778	+	1005	5	21	90	25	5	23	10	52	111	19
HIS92_RS14475	NZ_CP051858.1	2811735	2812745	+	1011	6	11	50	21	8	8	6	31	36	12
HIS92_RS14480	NZ_CP051858.1	2812742	2813515	+	774	7	8	37	10	1	6	4	39	35	13
HIS92_RS14485	NZ_CP051858.1	2813529	2815139	+	1611	42	62	135	75	21	27	39	98	119	24
HIS92_RS14490	NZ_CP051858.1	2815156	2815623	-	468	15	11	22	14	3	12	8	22	20	17
HIS92_RS14495	NZ_CP051858.1	2815796	2816011	+	216	9	5	57	22	3	8	5	34	71	19
HIS92_RS14500	NZ_CP051858.1	2816051	2817691	-	1641	349	387	397	475	258	242	487	881	335	60
HIS92_RS14505	NZ_CP051858.1	2818096	2819736	-	1641	399	572	649	686	457	648	712	906	815	309
HIS92_RS14510	NZ_CP051858.1	2820126	2820959	-	834	244	373	196	374	238	237	287	383	319	397
HIS92_RS14515	NZ_CP051858.1	2820961	2821764	-	804	149	185	147	185	138	144	151	227	180	370
HIS92_RS14520	NZ_CP051858.1	2822092	2822943	-	852	201	184	188	198	190	184	280	401	1200	840
HIS92_RS14525	NZ_CP051858.1	2823243	2823917	-	675	123	140	86	151	121	150	111	108	116	50
HIS92_RS14530	NZ_CP051858.1	2823923	2824729	-	807	142	212	110	152	141	246	142	163	165	52
