Geneid	Chr	Start	End	Strand	Length	G-t0-1	G-t0-2	G-t5-1	G-t5-2	G-t10-1	G-t10-2	G-t20-1	G-t20-2	G-t30-1	G-t30-2	G_M-t5-1	G_M-t5-2	G_M-t10-1	G_M-t10-2	G_M-t20-1	G_M-t20-2	G_M-t30-1	G_M-t30-2
HIS92_RS11465	NZ_CP051858.1	2215872	2216888	-	1017	1023	3139	1135	1966	1061	1656	935	1675	1181	2042	893	2845	1043	2137	667	2228	842	2515
HIS92_RS11470	NZ_CP051858.1	2216908	2217927	-	1020	2596	7893	2611	5427	2391	3965	2449	4404	3063	5869	2278	8207	2273	5411	1571	5107	1688	5978
HIS92_RS11475	NZ_CP051858.1	2218313	2218990	-	678	53	97	75	75	116	87	84	83	57	57	64	115	86	88	70	197	90	146
HIS92_RS11480	NZ_CP051858.1	2219390	2219744	-	355	656838	290118	306538	289435	188744	132535	153940	344226	611774	325170	348007	216656	146219	394062	148020	848739	225891	789042
HIS92_RS11485	NZ_CP051858.1	2219871	2220338	-	468	149	236	285	272	338	272	400	232	191	242	222	166	325	173	327	296	246	278
HIS92_RS11490	NZ_CP051858.1	2220588	2223026	-	2439	2049	3930	3242	2795	4165	3628	4459	2381	2181	2440	2260	2190	4306	2025	3717	3264	3432	3098
HIS92_RS11495	NZ_CP051858.1	2223169	2223909	-	741	449	739	708	769	957	835	1155	599	566	616	592	461	995	448	1120	852	938	854
HIS92_RS11500	NZ_CP051858.1	2224070	2224303	-	234	72	95	99	111	86	109	120	106	80	100	85	104	98	85	78	115	74	131
HIS92_RS11505	NZ_CP051858.1	2224398	2225090	-	693	734	1517	1300	1664	1290	1669	1431	1779	1160	1602	873	1891	1198	1645	1073	2209	946	2206
HIS92_RS11510	NZ_CP051858.1	2225087	2225455	-	369	274	541	349	577	467	518	539	598	465	583	349	680	439	598	425	874	373	897
HIS92_RS11515	NZ_CP051858.1	2225808	2226758	+	951	3	0	2	1	4	3	1	0	0	0	3	4	2	1	4	3	1	4
HIS92_RS11520	NZ_CP051858.1	2226809	2228104	-	1296	9265	18279	16215	16256	20383	16415	21634	9386	8830	9996	11945	7810	21169	6713	17936	10064	14185	8893
HIS92_RS11525	NZ_CP051858.1	2228135	2229664	-	1530	8232	22395	19797	18529	25331	20984	26645	10953	8666	12382	13353	9997	26490	7686	20844	11024	17590	9240
HIS92_RS11530	NZ_CP051858.1	2229661	2230416	-	756	2157	6072	5506	5703	7240	5788	8133	3106	2511	3656	3959	2512	7749	2086	6602	3149	5122	2607
HIS92_RS11535	NZ_CP051858.1	2230449	2231633	-	1185	4852	12893	11728	10468	14732	12006	16310	6537	5701	7445	8326	5899	15045	4537	11957	6828	10522	5610
HIS92_RS11540	NZ_CP051858.1	2231773	2232777	-	1005	6734	13349	13088	15125	17910	13400	21496	8292	7236	9016	10510	7210	18316	6055	19336	8671	12009	7675
HIS92_RS11545	NZ_CP051858.1	2232804	2233832	-	1029	12337	13871	14990	11006	15251	14486	15689	11094	14786	11134	10891	12477	15300	10400	11101	13889	12183	10820
HIS92_RS11550	NZ_CP051858.1	2233969	2234214	-	246	43	60	45	75	90	57	96	30	61	51	69	27	90	39	36	35	47	30
HIS92_RS11555	NZ_CP051858.1	2234224	2235531	-	1308	505	555	671	495	598	535	686	535	723	627	488	517	622	428	402	367	426	393
HIS92_RS11560	NZ_CP051858.1	2235791	2235866	-	76	2	0	0	2	0	0	0	2	0	3	0	0	0	0	2	0	1	3
HIS92_RS11565	NZ_CP051858.1	2236071	2236277	+	207	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
HIS92_RS11570	NZ_CP051858.1	2236371	2236856	+	486	0	0	1	0	0	1	0	0	1	0	0	1	1	4	1	2	1	1
HIS92_RS11575	NZ_CP051858.1	2236886	2237362	+	477	0	1	3	5	1	0	4	1	0	0	2	6	2	1	1	4	0	0
HIS92_RS11580	NZ_CP051858.1	2237363	2238379	+	1017	2	2	4	1	4	2	5	9	3	4	0	4	6	4	2	1	1	0
HIS92_RS11585	NZ_CP051858.1	2238376	2238726	+	351	2	3	2	1	1	0	1	1	0	2	1	2	2	2	0	0	0	1
HIS92_RS11590	NZ_CP051858.1	2238738	2238944	+	207	0	1	0	2	0	2	0	0	1	0	0	3	2	0	0	0	0	0
HIS92_RS11595	NZ_CP051858.1	2238965	2239834	+	870	1	6	4	1	2	3	11	6	3	0	3	11	0	9	0	5	2	7
HIS92_RS11600	NZ_CP051858.1	2240075	2240656	+	582	1656	2011	1940	1968	2247	1881	2343	1599	1776	1642	1569	1256	2110	1448	2601	2408	1934	2335
HIS92_RS11605	NZ_CP051858.1	2241203	2241451	-	249	50	58	67	32	58	77	70	44	28	40	28	50	79	36	51	45	59	31
HIS92_RS11610	NZ_CP051858.1	2241475	2242425	-	951	496	1272	847	930	1142	1166	1367	704	513	815	659	781	1289	779	976	904	806	786
HIS92_RS11615	NZ_CP051858.1	2242514	2243467	-	954	854	1832	1435	1270	1707	1750	1939	1142	837	1140	1012	1173	1728	1039	1447	1474	1395	1203
HIS92_RS11620	NZ_CP051858.1	2243471	2244352	-	882	749	1508	1263	1250	1582	1541	1842	1110	843	1076	917	906	1619	834	1393	1271	1181	1097
HIS92_RS11625	NZ_CP051858.1	2244373	2244831	-	459	428	852	732	579	811	772	907	618	500	636	477	654	865	534	702	705	616	606
HIS92_RS11630	NZ_CP051858.1	2245061	2245867	-	807	560	783	596	1073	684	716	845	752	861	591	595	1171	654	802	615	836	507	610
HIS92_RS11635	NZ_CP051858.1	2246033	2246989	-	957	769	945	1060	891	1161	990	1276	696	996	659	738	754	1142	605	1170	1178	1143	909
HIS92_RS11640	NZ_CP051858.1	2247075	2248586	-	1512	512	1006	1048	913	1128	1132	1376	955	964	833	757	973	1092	708	759	766	698	570
HIS92_RS11645	NZ_CP051858.1	2248726	2249238	-	513	91	157	197	153	193	202	194	179	136	155	116	163	178	132	149	134	121	77
HIS92_RS11650	NZ_CP051858.1	2249272	2249922	-	651	79	155	203	198	194	207	228	170	150	146	107	204	202	94	129	173	106	131
HIS92_RS11655	NZ_CP051858.1	2249990	2250802	-	813	527	1036	1063	1048	1133	1077	1237	1069	896	1071	697	1185	1173	891	761	918	634	695
HIS92_RS11660	NZ_CP051858.1	2250827	2251756	-	930	504	780	767	937	929	941	1136	1005	890	960	704	881	998	636	762	729	485	551
HIS92_RS11665	NZ_CP051858.1	2251913	2252293	-	381	457	242	346	160	277	210	332	211	490	180	263	238	267	246	282	495	292	400
HIS92_RS11670	NZ_CP051858.1	2252405	2252857	-	453	31	28	48	28	40	29	32	27	46	25	50	25	52	51	81	157	104	157
HIS92_RS11675	NZ_CP051858.1	2252917	2255793	-	2877	2280	3078	3239	2106	3342	2601	3427	2382	2394	2081	2161	2330	4527	3434	8342	10054	9900	10310
HIS92_RS11680	NZ_CP051858.1	2255799	2257775	-	1977	1149	1655	1491	1078	1562	1240	1731	1213	1299	1082	1155	1444	2656	2383	4530	5352	4742	5484
HIS92_RS11685	NZ_CP051858.1	2257926	2258357	-	432	9	6	3	4	7	1	4	2	11	11	3	20	5	11	7	12	5	3
HIS92_RS11690	NZ_CP051858.1	2258402	2259022	-	621	11	12	22	10	17	24	19	13	14	10	12	9	22	22	15	23	8	15
HIS92_RS11695	NZ_CP051858.1	2259019	2259780	-	762	4	7	10	6	13	8	10	3	11	8	7	12	6	9	5	8	2	10
HIS92_RS11700	NZ_CP051858.1	2259880	2260107	-	228	3	1	1	0	5	0	4	2	4	1	2	1	1	0	2	1	4	2
HIS92_RS11705	NZ_CP051858.1	2260255	2260452	-	198	1	2	3	1	1	0	3	1	0	0	0	0	0	0	0	0	0	0
HIS92_RS11710	NZ_CP051858.1	2260688	2261710	-	1023	57	67	66	45	50	56	69	50	63	50	52	80	74	45	45	71	49	78
HIS92_RS11715	NZ_CP051858.1	2261862	2262755	+	894	9	29	24	43	37	18	34	24	16	22	21	29	31	9	50	16	26	25
HIS92_RS11720	NZ_CP051858.1	2262807	2263175	+	369	31	25	33	24	14	15	27	27	45	13	26	24	25	36	26	46	35	57
HIS92_RS11725	NZ_CP051858.1	2263180	2263725	+	546	15	11	14	27	19	18	22	7	14	8	13	12	20	8	31	16	16	21
HIS92_RS11730	NZ_CP051858.1	2263728	2264087	+	360	1	5	3	9	7	9	22	5	2	3	4	2	6	6	17	3	6	5
HIS92_RS11735	NZ_CP051858.1	2264204	2264515	-	312	181	273	151	195	160	132	170	169	243	176	137	238	121	192	106	292	229	405
HIS92_RS11740	NZ_CP051858.1	2264581	2266296	-	1716	538	948	575	769	679	476	751	623	843	846	526	847	564	709	690	1127	926	1646
HIS92_RS11745	NZ_CP051858.1	2266523	2267725	-	1203	427	619	613	530	506	629	562	790	683	658	436	984	589	806	400	1110	483	936
HIS92_RS11750	NZ_CP051858.1	2267817	2269301	-	1485	889	1326	1151	1185	1091	1151	1218	1369	1222	1174	961	1631	1031	1464	938	2079	1201	2101
HIS92_RS11755	NZ_CP051858.1	2269372	2270265	-	894	3271	3685	3796	3545	3342	4164	3832	4743	4581	4100	3365	5194	3466	4484	2569	6304	2794	5344
HIS92_RS11760	NZ_CP051858.1	2270255	2270941	-	687	2097	2149	2847	1842	2376	2250	2479	2752	2818	2823	2187	2950	2326	2737	1609	3740	1815	3002
HIS92_RS11765	NZ_CP051858.1	2271226	2271549	-	324	142	268	224	160	228	250	256	166	173	186	119	187	218	169	160	294	143	231
HIS92_RS11770	NZ_CP051858.1	2271989	2273087	-	1099	1046	1835	1548	1465	1915	1725	2162	1250	1083	1302	1106	1077	1872	1093	1641	1696	1313	1360
HIS92_RS11775	NZ_CP051858.1	2273232	2275739	-	2508	4590	7555	5879	4827	6587	6302	7267	4954	5762	5092	4204	4548	6851	4406	5419	6076	5136	5263
HIS92_RS11780	NZ_CP051858.1	2276012	2276554	-	543	1545	2266	913	2455	1013	1862	1087	1828	2176	1205	1072	2225	1002	2129	960	3665	874	2124
HIS92_RS11785	NZ_CP051858.1	2276876	2277073	-	198	12	13	21	21	15	13	14	6	17	12	13	18	20	9	9	26	16	22
HIS92_RS11790	NZ_CP051858.1	2277200	2277904	-	705	4	10	6	6	6	9	4	2	10	6	1	3	2	12	3	2	3	6
HIS92_RS11795	NZ_CP051858.1	2277904	2279253	-	1350	6	16	12	6	11	6	14	7	5	11	1	15	7	13	8	3	5	15
HIS92_RS11800	NZ_CP051858.1	2279381	2280766	-	1386	3422	5361	8072	7364	7314	8478	8275	10951	7379	10193	6990	9943	7453	9323	5885	13159	5583	10962
HIS92_RS11805	NZ_CP051858.1	2280915	2281229	-	315	1187	850	1013	678	889	789	973	696	1211	635	687	600	821	611	650	1098	650	742
HIS92_RS11810	NZ_CP051858.1	2281402	2282244	-	843	652	590	706	533	867	587	1006	575	724	658	629	513	880	470	763	708	642	559
HIS92_RS11815	NZ_CP051858.1	2282481	2283116	+	636	126	153	303	191	254	232	343	288	197	273	205	243	276	188	222	306	204	319
HIS92_RS11820	NZ_CP051858.1	2283199	2284317	+	1119	396	594	745	768	870	891	913	820	736	794	554	822	853	774	753	1041	557	921
HIS92_RS11825	NZ_CP051858.1	2284355	2285470	-	1116	1186	2114	1974	2317	2564	2323	3026	1745	1299	1833	1555	1430	2780	1379	2385	1822	1567	1376
HIS92_RS11830	NZ_CP051858.1	2285545	2286870	-	1326	9	14	17	8	26	15	19	7	24	6	7	19	24	17	15	23	17	15
HIS92_RS11835	NZ_CP051858.1	2287410	2288483	+	1074	2138	2107	2601	2747	2777	2428	3180	2950	3912	2699	2605	2658	2873	2543	2675	3505	2181	2917
HIS92_RS11840	NZ_CP051858.1	2288684	2289421	+	738	21	13	33	46	38	25	27	31	24	28	18	27	40	26	33	24	22	38
HIS92_RS11845	NZ_CP051858.1	2289526	2292201	+	2676	125	219	250	313	359	330	350	223	183	257	216	188	351	179	300	205	202	157
HIS92_RS11850	NZ_CP051858.1	2292347	2292760	-	414	2	2	1	0	8	0	4	1	4	0	0	2	1	5	0	1	2	2
HIS92_RS11855	NZ_CP051858.1	2292948	2294129	+	1182	94	156	91	137	71	154	106	172	90	133	77	205	64	157	90	197	62	134
HIS92_RS11860	NZ_CP051858.1	2294168	2294872	-	705	4	2	4	4	11	7	9	5	3	2	0	4	4	3	4	2	2	6
HIS92_RS11865	NZ_CP051858.1	2295080	2296405	-	1326	27	15	26	18	19	20	36	9	31	11	27	15	34	18	25	23	28	17
HIS92_RS11870	NZ_CP051858.1	2296409	2296732	-	324	1	3	0	0	2	0	4	0	1	0	1	0	3	0	0	2	3	0
HIS92_RS11875	NZ_CP051858.1	2296915	2298219	-	1305	7	4	12	4	10	3	9	4	15	8	3	0	8	9	5	9	2	2
HIS92_RS11880	NZ_CP051858.1	2298236	2298538	-	303	1	1	3	2	0	2	6	5	0	0	0	2	3	1	2	2	0	0
HIS92_RS11885	NZ_CP051858.1	2298939	2300021	+	1083	9	12	7	6	8	4	9	7	1	3	7	3	9	3	10	5	2	8
HIS92_RS11890	NZ_CP051858.1	2300048	2300419	+	372	9	4	12	10	14	7	16	15	17	3	3	1	12	17	15	10	5	11
HIS92_RS11895	NZ_CP051858.1	2300682	2300999	-	318	4	8	13	8	9	5	12	6	14	5	7	10	5	5	8	2	6	10
HIS92_RS11900	NZ_CP051858.1	2301009	2302310	-	1302	21	20	45	26	58	26	47	30	19	30	35	23	63	23	49	24	27	20
HIS92_RS11905	NZ_CP051858.1	2302325	2302627	-	303	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0
HIS92_RS11910	NZ_CP051858.1	2302850	2304067	+	1218	473	338	557	515	565	492	565	750	665	806	492	528	533	542	498	803	405	898
HIS92_RS11915	NZ_CP051858.1	2304232	2305389	+	1158	2	4	4	19	7	12	7	14	5	12	4	12	10	3	6	16	3	3
HIS92_RS11920	NZ_CP051858.1	2305429	2305809	+	381	33	42	48	54	79	79	129	56	49	31	61	50	87	43	75	55	41	28
HIS92_RS11925	NZ_CP051858.1	2305850	2307850	-	2001	30	16	16	10	19	8	16	21	14	17	21	28	17	25	18	17	17	46
HIS92_RS11930	NZ_CP051858.1	2307986	2308888	+	903	60	77	87	82	88	62	93	64	51	86	47	63	119	59	110	88	73	57
HIS92_RS11935	NZ_CP051858.1	2308918	2310003	-	1086	191	124	149	98	158	110	180	138	226	131	155	136	177	206	288	640	425	1099
HIS92_RS11940	NZ_CP051858.1	2310095	2310244	-	150	44	9	38	6	17	7	15	9	49	6	23	17	27	36	65	439	258	457
HIS92_RS11945	NZ_CP051858.1	2310498	2311853	+	1356	4	2	5	4	9	4	2	2	1	3	4	4	3	3	6	2	1	3
HIS92_RS11950	NZ_CP051858.1	2311846	2312871	+	1026	7	2	21	15	17	6	15	8	6	13	10	14	16	7	13	10	11	4
HIS92_RS11955	NZ_CP051858.1	2313183	2314541	+	1359	4	6	5	4	6	2	2	6	2	1	7	3	7	1	3	1	0	9
HIS92_RS11960	NZ_CP051858.1	2314797	2316557	-	1761	39	36	36	16	35	37	41	25	17	18	19	23	38	17	27	25	19	23
HIS92_RS11965	NZ_CP051858.1	2316857	2318518	-	1662	120	94	145	109	144	139	145	147	131	112	128	117	143	123	127	144	97	121
HIS92_RS11970	NZ_CP051858.1	2318816	2319133	+	318	58	44	27	28	20	26	35	28	45	28	52	24	40	31	25	25	36	29
HIS92_RS11975	NZ_CP051858.1	2319203	2319694	-	492	4990	2798	4268	1933	4068	2198	3741	2614	4825	2458	3525	2783	4798	4268	8617	15601	13875	20469
HIS92_RS11980	NZ_CP051858.1	2319745	2320110	-	366	2425	1172	2071	922	1738	967	1952	1217	2493	1132	1646	1140	2272	2020	4383	8080	7553	10480
HIS92_RS11985	NZ_CP051858.1	2320655	2322583	+	1929	4344	5977	6223	7788	6809	6701	7533	8519	7047	7208	5595	7591	7020	7686	8568	13354	7095	13937
HIS92_RS11990	NZ_CP051858.1	2323130	2324014	+	885	11	29	14	35	16	32	26	8	5	22	9	16	23	19	31	24	6	26
HIS92_RS11995	NZ_CP051858.1	2324224	2325966	+	1743	3018	4537	5386	5574	6778	5142	7804	4408	3851	4329	4266	3118	7077	2960	6818	4358	4638	4880
HIS92_RS12000	NZ_CP051858.1	2326334	2327545	+	1212	581	516	876	787	1067	671	1156	1022	1034	914	869	787	1078	675	969	992	596	899
HIS92_RS12005	NZ_CP051858.1	2327807	2328562	+	756	234	231	341	290	406	257	436	379	424	327	342	317	393	278	404	407	250	444
HIS92_RS12010	NZ_CP051858.1	2328559	2329860	+	1302	669	726	910	636	1037	647	1044	921	1000	846	718	895	1067	823	814	923	662	967
HIS92_RS12015	NZ_CP051858.1	2330460	2331974	-	1515	2634	2786	816	1235	770	800	925	973	2287	968	801	1831	775	1110	650	1279	1356	1513
HIS92_RS12020	NZ_CP051858.1	2332639	2333523	+	885	380	373	233	332	137	248	155	355	311	393	320	239	162	254	127	593	168	462
HIS92_RS12025	NZ_CP051858.1	2333609	2333911	+	303	12	13	19	21	29	19	23	22	12	15	16	14	12	8	32	12	11	14
HIS92_RS12030	NZ_CP051858.1	2334082	2335461	-	1380	1164	1024	1433	836	1475	943	1560	1062	1515	1104	1010	1091	1363	883	1148	1123	989	1053
HIS92_RS12035	NZ_CP051858.1	2335475	2337031	-	1557	956	710	1145	833	1267	737	1466	990	1314	964	909	757	1237	742	1107	938	960	851
HIS92_RS12040	NZ_CP051858.1	2337037	2337525	-	489	170	99	239	88	199	103	201	125	173	130	150	145	170	124	160	118	138	113
HIS92_RS12045	NZ_CP051858.1	2337682	2339301	+	1620	138	289	250	289	329	280	328	214	209	233	191	168	308	176	383	322	258	270
HIS92_RS12050	NZ_CP051858.1	2339285	2342041	+	2757	272	722	623	751	853	800	901	482	380	579	455	417	713	358	976	641	703	587
HIS92_RS12055	NZ_CP051858.1	2342160	2342645	-	486	132	89	133	79	110	84	108	76	126	113	104	97	98	98	96	130	72	107
HIS92_RS12060	NZ_CP051858.1	2342757	2342981	+	225	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
HIS92_RS12065	NZ_CP051858.1	2343099	2343314	+	216	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
HIS92_RS12070	NZ_CP051858.1	2343336	2343734	-	399	180	101	162	75	162	88	162	109	196	78	110	110	132	90	118	172	131	150
HIS92_RS12075	NZ_CP051858.1	2343927	2344433	+	507	3	0	0	0	3	0	3	2	2	0	2	3	1	7	1	1	1	1
HIS92_RS12080	NZ_CP051858.1	2344489	2344959	-	471	112	52	111	31	108	36	123	36	111	53	73	47	115	31	78	70	106	64
HIS92_RS12085	NZ_CP051858.1	2345180	2345860	-	681	2009	964	1781	807	1852	789	2118	1070	3109	1060	1448	1052	1811	952	1517	1327	1753	1375
HIS92_RS12090	NZ_CP051858.1	2345975	2347174	-	1200	1408	966	1719	687	1891	688	2178	926	2162	986	1300	896	1875	760	1468	1053	1482	1157
HIS92_RS12095	NZ_CP051858.1	2347171	2347851	-	681	1007	725	1246	445	1200	503	1444	630	1644	604	906	669	1311	530	873	700	1106	861
HIS92_RS12100	NZ_CP051858.1	2347848	2349041	-	1194	889	482	1108	327	999	405	1144	474	1180	499	665	518	915	386	629	499	830	546
HIS92_RS12105	NZ_CP051858.1	2349424	2349615	+	192	227	48	160	32	95	34	115	68	310	81	149	34	133	55	78	116	141	90
HIS92_RS12110	NZ_CP051858.1	2349616	2350128	+	513	459	48	367	52	197	60	265	79	554	114	227	74	230	66	175	153	207	100
HIS92_RS12115	NZ_CP051858.1	2350238	2351572	-	1335	56	71	122	71	118	92	108	101	50	85	81	56	142	76	85	100	96	65
HIS92_RS12120	NZ_CP051858.1	2351592	2352626	-	1035	90	83	132	84	134	103	144	113	123	94	96	82	143	106	100	127	98	90
HIS92_RS12125	NZ_CP051858.1	2352623	2353405	-	783	167	110	174	139	179	152	178	123	135	145	152	144	196	128	115	158	132	120
HIS92_RS12130	NZ_CP051858.1	2353472	2354902	-	1431	136	231	321	192	280	234	282	247	168	205	176	261	267	203	193	270	160	218
HIS92_RS12135	NZ_CP051858.1	2354914	2355585	-	672	27	40	72	29	46	28	41	32	28	23	18	34	35	38	28	42	35	32
HIS92_RS12140	NZ_CP051858.1	2355699	2356517	-	819	1607	2128	1857	1228	1548	1671	1568	1835	1744	1812	1168	2360	1566	2039	916	2619	1046	2215
HIS92_RS12145	NZ_CP051858.1	2356616	2357524	-	909	1560	1789	1454	1480	1432	1401	1501	1558	1849	1547	1344	1790	1432	1653	1085	1915	1079	1731
HIS92_RS12150	NZ_CP051858.1	2357665	2358687	-	1023	360	539	424	412	397	484	524	444	317	405	357	383	407	388	356	509	309	357
HIS92_RS12155	NZ_CP051858.1	2358836	2360158	-	1323	466	754	564	509	647	721	733	499	384	488	447	571	678	502	488	667	361	413
HIS92_RS12160	NZ_CP051858.1	2360219	2361001	-	783	467	466	424	368	453	421	567	338	564	338	407	342	423	290	405	520	296	364
HIS92_RS12165	NZ_CP051858.1	2361200	2362297	-	1098	789	996	916	978	956	918	1157	861	841	862	733	758	957	819	849	1018	554	675
HIS92_RS12170	NZ_CP051858.1	2362297	2363502	-	1206	449	704	634	673	590	665	708	647	671	618	577	658	614	558	526	843	420	644
HIS92_RS12175	NZ_CP051858.1	2363551	2364801	-	1251	433	622	476	575	525	539	659	599	592	607	453	689	540	431	473	787	307	561
HIS92_RS12180	NZ_CP051858.1	2364878	2365537	-	660	251	412	379	412	364	387	431	419	336	405	242	446	378	382	310	425	223	391
HIS92_RS12185	NZ_CP051858.1	2365556	2366434	-	879	341	443	380	410	401	393	470	440	522	488	303	538	406	425	380	490	330	405
HIS92_RS12190	NZ_CP051858.1	2366674	2367441	-	768	357	408	396	487	464	414	553	384	427	426	326	405	434	377	466	436	351	404
HIS92_RS12195	NZ_CP051858.1	2367553	2368254	-	702	1616	2224	2026	2640	2086	2308	2547	2677	2450	2380	1886	2732	2193	2345	2146	3194	1744	3035
HIS92_RS12200	NZ_CP051858.1	2368244	2368987	-	744	1035	1465	1358	2189	1588	1740	1770	2147	1800	1911	1409	1895	1565	1752	1629	2286	1265	2374
HIS92_RS12205	NZ_CP051858.1	2369251	2369928	-	678	29	94	44	94	34	74	70	54	46	32	29	75	65	71	78	53	53	37
HIS92_RS12210	NZ_CP051858.1	2370270	2370704	-	435	3560	3139	3230	2024	3041	2522	3319	2134	4219	2119	2598	2192	3102	2218	2061	3712	2306	2583
HIS92_RS12215	NZ_CP051858.1	2371133	2372134	-	1002	2129	2682	2910	2506	3646	2831	4027	2264	2370	2542	2596	1823	3807	1654	3188	2665	2490	2314
HIS92_RS12220	NZ_CP051858.1	2372295	2372567	-	273	1	3	0	0	1	0	0	2	3	2	2	0	0	2	2	4	2	0
HIS92_RS12225	NZ_CP051858.1	2372876	2373010	-	135	0	0	0	0	1	0	0	0	0	0	0	4	0	2	0	0	2	2
HIS92_RS12230	NZ_CP051858.1	2373152	2374057	-	906	7	5	8	6	14	5	12	4	7	6	4	8	4	3	5	4	5	3
HIS92_RS12235	NZ_CP051858.1	2374220	2374927	-	708	30	30	25	54	31	28	49	26	41	28	41	35	43	33	31	29	24	33
HIS92_RS12240	NZ_CP051858.1	2374927	2375769	-	843	30	40	39	33	44	50	45	43	48	40	33	41	44	28	34	50	37	43
HIS92_RS12245	NZ_CP051858.1	2375951	2376958	-	1008	31	41	34	45	71	31	46	34	56	31	35	49	49	53	36	40	41	42
HIS92_RS12250	NZ_CP051858.1	2377057	2378076	-	1020	27	27	55	30	39	33	51	24	18	41	32	21	58	42	42	40	25	21
HIS92_RS12255	NZ_CP051858.1	2378285	2379589	-	1305	4493	6768	6328	6984	7553	7289	8317	6487	5578	6206	5237	5040	7759	5020	7023	7576	4753	6189
HIS92_RS12260	NZ_CP051858.1	2379629	2380339	-	711	999	1817	1798	1883	2281	2089	2657	2038	1547	1937	1620	1484	2295	1610	2057	2127	1321	1687
HIS92_RS12265	NZ_CP051858.1	2380385	2380621	-	237	670	1317	1105	1166	1433	1281	1593	1221	938	1277	1003	1017	1505	1042	1123	1302	875	1011
HIS92_RS12270	NZ_CP051858.1	2380824	2382344	-	1521	28	20	31	33	46	30	30	53	20	23	27	52	33	17	40	22	34	25
HIS92_RS12275	NZ_CP051858.1	2382346	2383848	-	1503	28	47	43	36	42	25	36	38	38	32	33	49	52	28	34	46	41	39
HIS92_RS12280	NZ_CP051858.1	2383845	2385707	-	1863	15	19	19	27	15	10	16	12	16	12	13	24	21	15	22	4	16	18
HIS92_RS12285	NZ_CP051858.1	2385738	2386052	-	315	2	0	3	1	2	4	3	0	2	1	2	1	2	1	0	2	1	4
HIS92_RS12290	NZ_CP051858.1	2386045	2386569	-	525	5	2	2	5	3	0	8	2	4	8	3	5	3	6	5	3	1	0
HIS92_RS12295	NZ_CP051858.1	2386566	2386985	-	420	0	1	2	0	0	2	4	0	0	0	0	3	9	5	8	2	1	0
HIS92_RS12300	NZ_CP051858.1	2387011	2388012	-	1002	1	3	15	6	8	5	6	9	6	1	2	7	8	3	7	2	2	1
HIS92_RS12305	NZ_CP051858.1	2388012	2389112	-	1101	6	4	9	8	8	2	11	9	0	5	2	7	13	5	5	3	5	3
HIS92_RS12310	NZ_CP051858.1	2389115	2390449	-	1335	0	2	1	0	2	5	1	1	1	4	2	5	4	5	2	2	0	1
HIS92_RS12315	NZ_CP051858.1	2390446	2390964	-	519	6	6	6	5	6	2	5	2	8	7	6	10	9	3	5	6	4	8
HIS92_RS12320	NZ_CP051858.1	2390955	2391323	-	369	2	5	1	2	2	0	0	1	1	1	2	4	0	6	1	2	1	2
HIS92_RS12325	NZ_CP051858.1	2391578	2394307	+	2730	13	17	19	13	28	21	23	15	14	21	16	17	17	22	17	15	8	7
HIS92_RS12330	NZ_CP051858.1	2394331	2394975	-	645	51	69	61	82	69	58	91	92	80	83	67	55	56	67	68	77	55	95
HIS92_RS12335	NZ_CP051858.1	2395020	2395805	-	786	96	127	134	89	112	93	127	118	144	107	100	143	122	120	75	158	81	172
HIS92_RS12340	NZ_CP051858.1	2395945	2396346	-	402	2982	4121	3433	3606	3761	3634	4424	2982	3163	2834	2940	2271	3713	2145	3176	3815	2902	3126
HIS92_RS12345	NZ_CP051858.1	2396367	2397773	-	1407	13410	23507	17994	21231	21792	20910	23512	16468	13389	16015	14164	14385	22111	12580	18781	19429	14360	16450
HIS92_RS12350	NZ_CP051858.1	2398134	2398994	-	861	8837	17553	12853	15620	15772	15540	17632	13277	10538	12078	10750	12352	16067	10177	12771	14605	10683	12809
HIS92_RS12355	NZ_CP051858.1	2399246	2400754	-	1509	12805	27573	20443	26204	25400	25982	27269	21746	16387	19550	17251	19927	26146	16165	21516	23374	16897	20334
HIS92_RS12360	NZ_CP051858.1	2400766	2401308	-	543	3236	7424	5555	6821	6633	6633	7081	6034	4736	5552	4612	5502	6305	4692	5111	6355	4697	5606
HIS92_RS12365	NZ_CP051858.1	2401305	2401811	-	507	3775	7886	6023	7205	7297	7385	7846	6654	4867	5756	4677	7512	6979	5781	5543	7077	4802	6187
HIS92_RS12370	NZ_CP051858.1	2401941	2402159	-	219	1332	2368	2022	2555	2328	2275	2451	2159	1566	1881	1562	2192	2282	1656	2165	2544	1467	1977
HIS92_RS12375	NZ_CP051858.1	2402216	2402935	-	720	7620	13233	10650	12149	11999	12527	12604	12269	10224	10768	9284	12802	11784	11899	8944	14614	8895	12899
HIS92_RS12380	NZ_CP051858.1	2402943	2403335	-	393	303	315	690	597	554	665	722	778	650	643	522	698	634	654	516	818	483	751
HIS92_RS12385	NZ_CP051858.1	2403335	2403559	-	225	1484	913	1076	1138	1237	990	1281	1361	1886	1237	1223	1042	1171	1199	981	1995	1074	1696
