Geneid	Chr	Start	End	Strand	Length	B1-t0-1	B2-t0-2	B3-t0-3	G1-t0-1	G2-t0-2	G3-t0-3	B1M-t0-1	B2M-t0-2	B3M-t0-3	G1M-t0-1	G2M-t0-2	G3M-t0-3
HIS92_RS15250	NZ_CP051858.1	2959439	2960284	-	846	1202	986	1186	1078	992	981	925	1348	972	886	781	574
HIS92_RS15255	NZ_CP051858.1	2960503	2960880	-	378	6	1	0	1	1	11	20	12	12	23	56	34
HIS92_RS15260	NZ_CP051858.1	2961162	2961851	+	690	135	131	164	192	186	278	660	937	1015	1040	1178	946
HIS92_RS15265	NZ_CP051858.1	2961864	2964113	+	2250	1049	889	1447	1409	1263	1896	5225	3970	4807	3683	4673	3930
HIS92_RS15270	NZ_CP051858.1	2964128	2966137	+	2010	1674	1268	2006	2013	1885	2516	5822	5207	6136	4317	6040	4745
HIS92_RS15275	NZ_CP051858.1	2966154	2967347	+	1194	1147	1011	1481	1582	1444	1899	3892	3789	4425	3258	4410	3340
HIS92_RS15280	NZ_CP051858.1	2967444	2968214	+	771	7	7	7	14	9	21	8	3	7	11	9	7
HIS92_RS15285	NZ_CP051858.1	2968368	2969915	+	1548	3982	2472	1717	3736	4028	2895	5603	4553	2574	3502	2499	1703
HIS92_RS15290	NZ_CP051858.1	2970186	2970731	-	546	5	6	2	5	7	9	2	1	6	1	4	6
HIS92_RS15295	NZ_CP051858.1	2971204	2972223	+	1020	8	16	11	34	23	17	3	9	9	20	8	4
HIS92_RS15300	NZ_CP051858.1	2972213	2972878	+	666	9	6	1	14	3	0	1	4	4	12	0	2
HIS92_RS15305	NZ_CP051858.1	2972900	2973754	+	855	36	21	9	34	13	9	21	29	4	14	8	2
HIS92_RS15310	NZ_CP051858.1	2973922	2974389	-	468	2	2	1	2	4	2	8	4	5	5	5	7
HIS92_RS15315	NZ_CP051858.1	2974451	2974642	-	192	3	0	4	0	1	2	4	2	12	0	5	0
HIS92_RS15320	NZ_CP051858.1	2974635	2975816	-	1182	56	86	75	53	50	48	69	66	113	45	39	42
HIS92_RS15325	NZ_CP051858.1	2975892	2976374	-	483	185	147	196	163	184	180	168	183	160	144	126	91
HIS92_RS15330	NZ_CP051858.1	2976606	2976842	+	237	24	15	18	25	16	26	4	12	10	11	9	1
HIS92_RS15335	NZ_CP051858.1	2976984	2977274	+	291	1082	868	1379	1146	1027	1278	459	906	1281	657	730	548
HIS92_RS15340	NZ_CP051858.1	2977290	2978747	+	1458	6614	4773	8980	6968	5857	8182	4750	5551	7460	3669	5230	3763
HIS92_RS15345	NZ_CP051858.1	2978762	2980189	+	1428	8933	7092	11262	10073	8899	11963	7681	9040	11201	6577	8401	6126
HIS92_RS15350	NZ_CP051858.1	2980750	2981655	+	906	869	530	1098	723	696	966	483	620	773	347	512	297
HIS92_RS15355	NZ_CP051858.1	2981796	2982542	+	747	17	20	13	15	18	14	17	10	26	10	7	11
HIS92_RS15360	NZ_CP051858.1	2982697	2984061	+	1365	8	5	5	5	2	5	1	5	0	3	2	2
HIS92_RS15365	NZ_CP051858.1	2984177	2985544	+	1368	20	20	15	18	33	25	22	30	18	27	10	9
HIS92_RS15370	NZ_CP051858.1	2985537	2986988	+	1452	26	24	36	40	23	36	80	30	38	22	28	25
HIS92_RS15375	NZ_CP051858.1	2987036	2987359	+	324	22	31	63	39	37	48	17	39	47	22	40	29
HIS92_RS15380	NZ_CP051858.1	2987492	2987983	+	492	3	3	11	14	24	24	7	6	6	13	17	16
HIS92_RS15385	NZ_CP051858.1	2988028	2989257	-	1230	961	929	1330	1321	1397	1331	780	1256	1218	1055	1058	787
HIS92_RS15390	NZ_CP051858.1	2989374	2990456	-	1083	924	664	1057	790	771	796	374	501	522	376	420	302
HIS92_RS15395	NZ_CP051858.1	2990994	2991701	+	708	145	106	367	88	94	112	20	32	105	33	25	22
HIS92_RS15400	NZ_CP051858.1	2991748	2992944	-	1197	1313	1386	767	424	259	652	296	660	249	99	155	139
HIS92_RS15405	NZ_CP051858.1	2993370	2994746	+	1377	852	667	1348	817	591	920	294	521	732	291	376	246
HIS92_RS15410	NZ_CP051858.1	2994907	2995896	+	990	701	585	1083	752	687	802	384	552	755	356	470	321
HIS92_RS15415	NZ_CP051858.1	2996248	2996766	+	519	57	72	148	94	69	112	16	40	70	37	38	28
HIS92_RS15420	NZ_CP051858.1	2996861	2997568	+	708	40	38	88	69	34	80	18	23	64	34	34	23
HIS92_RS15425	NZ_CP051858.1	2997788	2998483	-	696	67	39	78	70	85	72	54	74	78	55	64	52
HIS92_RS15430	NZ_CP051858.1	2998498	2999607	-	1110	110	101	99	123	130	180	119	141	134	99	112	83
HIS92_RS15435	NZ_CP051858.1	2999701	3000972	+	1272	110	67	98	86	89	116	64	77	73	60	58	53
HIS92_RS15440	NZ_CP051858.1	3000961	3002382	-	1422	57	45	48	54	73	42	51	58	95	44	50	40
HIS92_RS15445	NZ_CP051858.1	3002675	3003790	+	1116	73	36	50	37	65	65	185	88	102	40	57	45
HIS92_RS15450	NZ_CP051858.1	3003984	3004589	+	606	18	15	27	27	23	40	13	17	18	25	18	15
HIS92_RS15455	NZ_CP051858.1	3004622	3006148	-	1527	25136	20397	27857	25176	24417	27720	28143	36001	34525	28092	30544	22092
HIS92_RS15460	NZ_CP051858.1	3006163	3006726	-	564	11838	9546	12181	10902	11308	12176	8539	13090	13978	11477	12596	8452
HIS92_RS15465	NZ_CP051858.1	3007318	3008547	+	1230	86	145	48	90	90	60	249	186	72	93	69	31
HIS92_RS15470	NZ_CP051858.1	3008560	3009603	+	1044	120	150	48	96	94	79	238	246	64	85	55	39
HIS92_RS15475	NZ_CP051858.1	3009657	3010298	+	642	154	172	55	99	112	65	219	290	66	99	70	29
HIS92_RS15480	NZ_CP051858.1	3010363	3011519	-	1157	15	17	25	18	19	22	18	25	39	12	18	8
HIS92_RS15485	NZ_CP051858.1	3011629	3012636	-	1008	385	312	801	342	337	320	343	368	794	204	269	212
HIS92_RS15490	NZ_CP051858.1	3012633	3013673	-	1041	255	211	487	227	188	240	169	168	442	89	145	140
HIS92_RS15495	NZ_CP051858.1	3013722	3014639	-	918	1663	1376	2670	1204	1075	968	1518	1667	2446	672	857	638
HIS92_RS15500	NZ_CP051858.1	3014971	3016020	+	1050	889	585	683	536	511	422	1027	1048	906	331	439	239
HIS92_RS15505	NZ_CP051858.1	3016216	3016584	-	369	197	169	204	269	275	273	131	188	200	329	344	248
HIS92_RS15510	NZ_CP051858.1	3016771	3017010	+	240	62	53	69	73	32	44	47	47	52	23	31	20
HIS92_RS15515	NZ_CP051858.1	3017245	3017769	+	525	0	0	0	1	2	2	1	3	1	1	3	1
HIS92_RS15520	NZ_CP051858.1	3017790	3018239	+	450	2	4	2	2	1	2	8	2	16	3	3	1
HIS92_RS15525	NZ_CP051858.1	3018402	3019070	+	669	15	18	18	21	15	17	42	14	25	15	14	9
HIS92_RS15530	NZ_CP051858.1	3019310	3020575	+	1266	14	15	40	22	11	28	35	21	56	32	18	18
HIS92_RS15535	NZ_CP051858.1	3020713	3021939	+	1227	120	77	107	70	96	116	134	197	165	103	125	92
HIS92_RS15540	NZ_CP051858.1	3022169	3022549	+	381	11	15	43	10	4	18	19	8	13	8	10	6
HIS92_RS15545	NZ_CP051858.1	3022684	3023316	-	633	23	34	27	48	38	48	22	28	16	21	45	18
HIS92_RS15550	NZ_CP051858.1	3023666	3024775	+	1110	4	3	13	2	7	21	4	8	10	13	7	4
HIS92_RS15555	NZ_CP051858.1	3024887	3025669	+	783	157	104	140	160	144	165	96	127	115	139	118	87
HIS92_RS15560	NZ_CP051858.1	3025683	3026984	-	1302	4	1	11	6	10	10	2	4	11	8	8	3
HIS92_RS15565	NZ_CP051858.1	3027131	3028657	-	1527	5	2	5	5	4	6	8	2	14	5	5	7
HIS92_RS15570	NZ_CP051858.1	3029239	3030324	+	1086	19092	15801	30534	18002	14247	20575	6185	9773	10805	7041	6805	4512
HIS92_RS15575	NZ_CP051858.1	3030378	3031133	-	756	5	1	11	8	6	3	3	1	5	1	6	10
HIS92_RS15580	NZ_CP051858.1	3031181	3031975	-	795	2	1	2	8	0	6	2	0	12	3	4	5
HIS92_RS15585	NZ_CP051858.1	3032097	3032819	-	723	1	0	0	0	0	0	2	0	2	0	0	0
HIS92_RS15590	NZ_CP051858.1	3033030	3034322	+	1293	165	147	193	128	188	315	181	166	224	121	131	155
HIS92_RS15595	NZ_CP051858.1	3034469	3034918	+	450	23	30	40	38	81	41	50	38	26	73	66	40
HIS92_RS15600	NZ_CP051858.1	3035187	3036419	+	1233	2	2	3	5	4	3	10	3	10	5	1	2
HIS92_RS15605	NZ_CP051858.1	3036450	3037448	+	999	1	0	1	0	1	6	11	3	4	2	4	3
HIS92_RS15610	NZ_CP051858.1	3037548	3038963	+	1416	0	0	3	0	0	6	8	1	2	2	2	5
HIS92_RS15615	NZ_CP051858.1	3039001	3039963	+	963	0	1	2	2	10	0	3	6	2	3	1	3
HIS92_RS15620	NZ_CP051858.1	3040165	3040854	+	690	337	297	472	710	914	652	426	522	562	630	632	198
HIS92_RS15625	NZ_CP051858.1	3041011	3041694	+	684	31	22	52	76	122	70	38	47	72	63	86	54
HIS92_RS15630	NZ_CP051858.1	3041818	3043152	-	1335	5	0	4	6	0	4	6	6	6	1	2	0
HIS92_RS15635	NZ_CP051858.1	3043396	3045060	+	1665	50	52	94	60	40	60	48	58	86	64	50	41
HIS92_RS15640	NZ_CP051858.1	3045266	3046903	+	1638	74	67	79	88	77	95	63	92	74	23	28	24
HIS92_RS15645	NZ_CP051858.1	3046908	3047699	+	792	80	104	105	92	74	85	68	118	89	34	52	27
HIS92_RS15650	NZ_CP051858.1	3048005	3050866	+	2862	1814	1540	2784	2465	2249	3122	1047	1299	1930	1285	1707	1281
HIS92_RS15655	NZ_CP051858.1	3050907	3053096	-	2190	2051	1550	2013	1771	1726	2059	1461	1964	2109	1162	1308	1120
HIS92_RS15660	NZ_CP051858.1	3053473	3054282	+	810	21	13	14	12	10	18	25	24	23	12	12	7
HIS92_RS15665	NZ_CP051858.1	3054288	3054956	+	669	11	4	11	7	8	17	22	21	12	8	5	8
HIS92_RS15670	NZ_CP051858.1	3055073	3056386	-	1314	1123	866	1549	1015	1105	1276	845	945	1314	548	963	585
HIS92_RS15675	NZ_CP051858.1	3056887	3058629	+	1743	1123	1171	4069	1694	1956	3596	722	1043	2459	932	1497	1344
HIS92_RS15680	NZ_CP051858.1	3058767	3062348	+	3582	151	169	493	129	178	420	54	89	247	53	97	155
HIS92_RS15685	NZ_CP051858.1	3062604	3062924	+	321	156	73	109	89	63	118	139	121	109	56	74	54
HIS92_RS15690	NZ_CP051858.1	3062896	3063669	+	774	220	140	234	179	193	261	355	249	238	129	194	131
HIS92_RS15695	NZ_CP051858.1	3063666	3064664	+	999	473	307	484	353	340	535	642	426	551	322	340	267
HIS92_RS15700	NZ_CP051858.1	3064661	3065410	+	750	371	264	389	284	267	399	502	389	447	261	265	207
HIS92_RS15705	NZ_CP051858.1	3065806	3067350	+	1545	10	7	16	14	13	7	11	10	18	16	10	12
HIS92_RS15710	NZ_CP051858.1	3067791	3069815	-	2025	44	23	11	20	11	10	35	41	26	4	6	8
HIS92_RS15715	NZ_CP051858.1	3070187	3070558	+	372	16	16	5	24	26	29	11	10	11	20	6	12
HIS92_RS15720	NZ_CP051858.1	3070569	3070883	+	315	4	6	9	25	20	23	21	6	7	18	4	7
HIS92_RS15725	NZ_CP051858.1	3070897	3071139	+	243	3	1	1	4	3	4	6	1	2	5	0	2
HIS92_RS15730	NZ_CP051858.1	3071265	3071408	+	144	0	0	0	0	1	0	0	0	0	1	1	0
HIS92_RS15735	NZ_CP051858.1	3071489	3072070	+	582	178	171	177	131	118	164	89	125	153	110	96	75
HIS92_RS15740	NZ_CP051858.1	3072137	3073369	+	1233	11	34	25	12	20	27	13	18	28	14	11	14
HIS92_RS15745	NZ_CP051858.1	3073426	3073677	+	252	58	34	65	53	57	46	22	62	36	32	28	29
HIS92_RS15750	NZ_CP051858.1	3073747	3075030	-	1284	839	720	1216	850	662	869	439	664	835	546	704	511
HIS92_RS15755	NZ_CP051858.1	3075139	3076452	-	1314	815	819	1086	911	809	958	479	669	795	503	639	572
HIS92_RS15760	NZ_CP051858.1	3076606	3076899	+	294	35	40	26	59	66	79	53	48	41	60	39	32
HIS92_RS15765	NZ_CP051858.1	3077250	3078680	+	1431	91	74	88	83	100	133	61	58	89	56	51	52
HIS92_RS15770	NZ_CP051858.1	3078795	3079493	-	699	0	2	1	1	0	1	0	0	0	1	0	0
HIS92_RS15775	NZ_CP051858.1	3079707	3080585	+	879	1	1	5	3	1	0	5	8	9	4	2	3
HIS92_RS15780	NZ_CP051858.1	3080714	3081310	+	597	2243	1548	1460	1624	1854	1855	1847	2025	1681	1412	1449	894
HIS92_RS15785	NZ_CP051858.1	3081334	3081918	+	585	2429	1821	1550	1819	2205	2356	2607	2517	1983	2098	1890	1355
HIS92_RS15790	NZ_CP051858.1	3082004	3082582	+	579	1290	887	997	1129	1301	1339	1405	1586	1295	1339	1263	918
HIS92_RS15795	NZ_CP051858.1	3082655	3083446	+	792	1133	1003	1608	1459	1288	1404	1628	1429	1275	1256	1269	950
HIS92_RS15800	NZ_CP051858.1	3083556	3085187	+	1632	1143	945	1136	1142	1100	1215	957	1085	959	851	950	718
HIS92_RS15805	NZ_CP051858.1	3085206	3086288	+	1083	1230	834	1086	1126	997	1195	797	956	809	764	862	663
HIS92_RS15810	NZ_CP051858.1	3086324	3088990	-	2667	651	605	748	1545	2091	1564	1595	1955	1340	2204	3556	1532
HIS92_RS15815	NZ_CP051858.1	3089183	3089407	-	225	69	39	99	42	42	48	36	51	76	49	39	29
HIS92_RS15820	NZ_CP051858.1	3089582	3090046	+	465	391	324	305	387	343	384	213	345	278	305	260	178
HIS92_RS15825	NZ_CP051858.1	3090100	3090615	+	516	535	413	424	547	377	471	267	440	347	391	349	265
HIS92_RS15830	NZ_CP051858.1	3090622	3091488	+	867	606	521	644	727	547	747	589	543	532	582	520	337
HIS92_RS15835	NZ_CP051858.1	3091677	3093602	-	1926	66	42	111	90	81	79	69	72	94	49	54	54
HIS92_RS15840	NZ_CP051858.1	3093873	3094823	+	951	32	19	68	45	43	80	34	28	60	27	52	24
HIS92_RS15845	NZ_CP051858.1	3094941	3095621	+	681	60	40	103	73	61	86	49	42	92	39	81	46
HIS92_RS15850	NZ_CP051858.1	3095800	3096336	+	537	0	1	1	8	5	0	5	3	0	3	1	1
HIS92_RS15855	NZ_CP051858.1	3096374	3099136	-	2763	2466	1862	1812	2410	2174	2087	1370	1803	1720	1526	2165	1359
HIS92_RS15860	NZ_CP051858.1	3099624	3100217	+	594	381	324	514	406	440	536	252	446	392	397	393	331
HIS92_RS15865	NZ_CP051858.1	3100229	3100657	-	429	18	16	30	24	18	16	4	11	11	4	18	7
HIS92_RS15870	NZ_CP051858.1	3100867	3101013	-	147	0	0	3	0	6	0	1	2	3	0	0	0
HIS92_RS15875	NZ_CP051858.1	3101168	3101584	-	417	2	5	1	4	4	1	4	0	1	6	1	0
HIS92_RS15880	NZ_CP051858.1	3101763	3102818	+	1056	11	7	7	6	15	4	7	16	14	8	10	11
HIS92_RS15885	NZ_CP051858.1	3102900	3103697	+	798	7	13	18	15	16	15	40	29	35	17	10	10
HIS92_RS15890	NZ_CP051858.1	3103733	3104860	-	1128	1172	794	1366	1122	1081	1135	524	662	803	516	722	373
HIS92_RS15895	NZ_CP051858.1	3105074	3105256	+	183	152	61	52	100	98	61	75	133	107	120	118	63
HIS92_RS15900	NZ_CP051858.1	3105463	3106983	+	1521	1184	751	991	955	975	1411	1972	1305	1139	1055	836	795
HIS92_RS15905	NZ_CP051858.1	3107109	3107891	+	783	20	11	8	11	9	8	20	9	7	7	12	7
HIS92_RS15910	NZ_CP051858.1	3107951	3108814	+	864	137	129	282	206	205	304	173	168	288	163	164	158
HIS92_RS15915	NZ_CP051858.1	3108825	3110204	+	1380	357	283	555	455	392	598	381	345	540	383	375	271
HIS92_RS15920	NZ_CP051858.1	3110453	3111346	+	894	495	369	617	528	440	521	430	492	511	478	447	298
HIS92_RS15925	NZ_CP051858.1	3111461	3112198	+	738	367	296	441	296	281	326	259	268	274	202	257	152
HIS92_RS15930	NZ_CP051858.1	3112243	3112446	-	204	158	78	151	117	113	96	153	133	104	149	190	110
HIS92_RS15935	NZ_CP051858.1	3112531	3113934	-	1404	21	34	12	29	20	15	10	36	20	19	19	10
HIS92_RS15940	NZ_CP051858.1	3114227	3114481	+	255	0	0	0	0	0	0	3	0	2	0	0	0
HIS92_RS15945	NZ_CP051858.1	3114587	3116008	+	1422	1	0	2	3	7	4	7	5	4	3	0	3
HIS92_RS15950	NZ_CP051858.1	3116104	3117378	+	1275	72	28	31	20	35	55	70	79	59	44	47	23
HIS92_RS15955	NZ_CP051858.1	3117478	3118131	-	654	7	8	6	8	8	3	2	4	7	0	5	3
HIS92_RS15960	NZ_CP051858.1	3118262	3118873	+	612	25	16	18	17	20	21	23	24	14	14	22	20
HIS92_RS15965	NZ_CP051858.1	3118988	3119146	+	159	4	0	0	2	0	3	3	3	3	3	2	3
HIS92_RS15970	NZ_CP051858.1	3119170	3119511	-	342	40	49	82	70	45	53	49	48	81	46	73	45
HIS92_RS15975	NZ_CP051858.1	3119670	3120599	-	930	752	844	1263	927	737	729	544	927	989	603	802	559
HIS92_RS15980	NZ_CP051858.1	3120925	3122418	+	1494	19539	16123	2449	1552	1698	1351	10111	17770	3508	1751	2953	1352
HIS92_RS15985	NZ_CP051858.1	3122671	3123915	+	1245	399	232	282	304	288	354	312	275	217	193	238	144
HIS92_RS15990	NZ_CP051858.1	3124071	3124472	+	402	0	1	0	0	0	1	0	2	1	0	0	0
HIS92_RS15995	NZ_CP051858.1	3124489	3124683	+	195	2	0	1	5	0	0	0	0	1	2	1	0
HIS92_RS16000	NZ_CP051858.1	3124664	3126244	+	1581	1	3	0	3	8	6	20	6	10	9	10	4
HIS92_RS16005	NZ_CP051858.1	3126234	3127478	+	1245	4	3	8	6	7	4	6	3	14	10	11	3
HIS92_RS16010	NZ_CP051858.1	3127475	3128440	+	966	12	7	5	8	4	12	16	6	14	3	9	8
HIS92_RS16015	NZ_CP051858.1	3128433	3129977	+	1545	21	24	40	29	15	45	66	30	56	38	31	40
HIS92_RS16020	NZ_CP051858.1	3129946	3130166	+	221	0	0	0	0	0	0	2	0	0	0	0	0
HIS92_RS16025	NZ_CP051858.1	3130319	3132568	+	2250	16217	13073	17833	37061	48920	31542	40755	48026	36664	62953	64036	30444
HIS92_RS16030	NZ_CP051858.1	3132638	3133369	+	732	1211	957	783	5404	10394	3982	15024	14304	9282	20748	18141	8823
HIS92_RS16035	NZ_CP051858.1	3133783	3134949	+	1167	2153	1564	3117	2210	1673	2431	1022	1365	1669	1183	1342	1034
HIS92_RS16040	NZ_CP051858.1	3135318	3135437	-	120	11	10	17	17	6	4	6	9	6	2	8	3
HIS92_RS16045	NZ_CP051858.1	3135547	3136104	-	558	229	140	315	165	161	202	107	123	187	102	117	95
HIS92_RS16050	NZ_CP051858.1	3136346	3137476	-	1131	58	27	54	56	35	49	45	71	87	39	53	46
HIS92_RS16055	NZ_CP051858.1	3137626	3138531	-	906	58	37	56	40	46	68	32	37	86	29	48	42
HIS92_RS16060	NZ_CP051858.1	3138613	3139425	+	813	217	181	224	222	282	274	243	225	247	268	241	182
HIS92_RS16065	NZ_CP051858.1	3139439	3139756	+	318	131	150	146	156	174	218	161	158	206	181	136	118
HIS92_RS16070	NZ_CP051858.1	3139821	3139973	-	153	5	1	3	1	1	4	1	5	5	1	8	3
HIS92_RS16075	NZ_CP051858.1	3140020	3140178	-	159	1	3	4	1	0	0	5	0	2	1	2	2
HIS92_RS16080	NZ_CP051858.1	3140301	3140567	+	267	112	60	119	93	85	92	63	56	99	101	70	66
HIS92_RS16085	NZ_CP051858.1	3140592	3141572	-	981	129	85	127	81	107	77	312	236	266	83	150	121
HIS92_RS16090	NZ_CP051858.1	3141722	3142819	+	1098	150	88	199	133	121	176	146	158	238	115	98	106
HIS92_RS16095	NZ_CP051858.1	3142854	3143078	-	225	0	0	0	0	0	0	0	0	1	0	0	0
HIS92_RS16100	NZ_CP051858.1	3143204	3143485	+	282	11	11	19	25	6	18	7	10	23	7	10	8
HIS92_RS16105	NZ_CP051858.1	3143673	3143933	+	261	0	1	0	0	0	0	0	0	2	0	2	0
HIS92_RS16110	NZ_CP051858.1	3144286	3144816	+	531	948	636	963	723	758	799	461	802	724	699	628	457
HIS92_RS16115	NZ_CP051858.1	3144871	3146631	+	1761	80	56	123	94	110	132	128	116	150	108	106	103
HIS92_RS16120	NZ_CP051858.1	3146646	3147734	-	1089	451	353	942	573	387	531	189	258	522	176	290	234
HIS92_RS16125	NZ_CP051858.1	3148091	3152527	-	4437	116	119	117	179	156	140	184	201	225	178	216	208
HIS92_RS16130	NZ_CP051858.1	3152726	3154030	-	1305	3196	2310	4033	3174	2732	3560	2661	3317	3438	2434	2995	2295
HIS92_RS16135	NZ_CP051858.1	3154152	3155165	+	1014	19	19	55	52	44	86	104	58	121	75	51	73
HIS92_RS16140	NZ_CP051858.1	3155158	3155949	+	792	25	14	64	53	71	82	103	46	121	56	86	57
HIS92_RS16145	NZ_CP051858.1	3155954	3156739	+	786	35	27	89	72	90	144	132	96	160	103	149	70
HIS92_RS16150	NZ_CP051858.1	3156812	3157216	+	405	44	30	76	77	77	105	165	74	139	106	139	94
HIS92_RS16155	NZ_CP051858.1	3157261	3157716	+	456	233	228	303	300	318	397	335	382	436	295	303	274
HIS92_RS16160	NZ_CP051858.1	3158016	3158444	+	429	2938	2591	2583	2556	2478	2469	2931	4142	2161	2529	2314	1755
HIS92_RS16165	NZ_CP051858.1	3158615	3159034	+	420	28	16	24	37	40	59	31	35	39	47	35	28
HIS92_RS16170	NZ_CP051858.1	3159141	3159497	-	357	35	24	33	34	41	47	36	30	27	28	35	39
HIS92_RS16175	NZ_CP051858.1	3159902	3161453	+	1552	157	7896	4642	1253	111	153	1081	111	147	189	90	82
HIS92_RS16180	NZ_CP051858.1	3161600	3164521	+	2922	365	26798	15024	4574	728	1911	6676	866	2475	1910	421	451
HIS92_RS16185	NZ_CP051858.1	3164622	3164737	+	116	1	9	4	4	0	6	0	0	2	1	1	1
HIS92_RS16190	NZ_CP051858.1	3164746	3164820	+	75	0	0	0	0	0	0	0	0	3	1	0	0
HIS92_RS16195	NZ_CP051858.1	3164823	3164914	+	92	147	97	174	121	94	109	27	60	80	95	66	51
HIS92_RS16200	NZ_CP051858.1	3164932	3165006	+	75	103	85	156	119	113	90	11	49	60	57	41	57
HIS92_RS16205	NZ_CP051858.1	3165011	3165086	+	76	59	78	106	63	67	60	10	16	54	36	26	30
HIS92_RS16210	NZ_CP051858.1	3165113	3165189	+	77	166	128	318	186	145	176	11	63	114	74	102	76
HIS92_RS16215	NZ_CP051858.1	3165193	3165268	+	76	149	102	260	114	81	120	8	25	82	56	34	46
HIS92_RS16220	NZ_CP051858.1	3165278	3165353	+	76	196	167	394	296	220	318	48	131	197	196	160	118
HIS92_RS16225	NZ_CP051858.1	3165372	3165447	+	76	148	135	336	210	164	162	49	65	91	77	76	63
HIS92_RS16230	NZ_CP051858.1	3165458	3165541	+	84	230	144	339	213	153	194	36	91	177	127	134	85
HIS92_RS16235	NZ_CP051858.1	3165549	3165622	+	74	122	78	159	112	62	80	15	60	84	72	48	48
HIS92_RS16240	NZ_CP051858.1	3165642	3165717	+	76	88	60	166	111	91	106	35	46	97	69	52	44
HIS92_RS16245	NZ_CP051858.1	3165781	3165855	+	75	217	188	392	347	273	252	70	127	195	154	158	101
HIS92_RS16250	NZ_CP051858.1	3165861	3165935	+	75	151	129	326	205	133	147	28	82	126	93	130	67
HIS92_RS16255	NZ_CP051858.1	3165950	3166020	+	71	308	291	730	496	350	476	67	246	313	401	331	251
HIS92_RS16260	NZ_CP051858.1	3166031	3166112	+	82	4	4	9	6	3	18	8	2	5	5	8	2
HIS92_RS16265	NZ_CP051858.1	3166298	3166618	-	321	1	9	0	10	9	13	6	2	3	12	15	7
HIS92_RS16270	NZ_CP051858.1	3166971	3167690	+	720	5074	3587	5716	3986	3813	4621	3484	4381	4680	3023	3622	2547
HIS92_RS16275	NZ_CP051858.1	3167837	3168298	+	462	52	55	67	76	80	72	57	75	88	40	53	34
HIS92_RS16280	NZ_CP051858.1	3168879	3169655	+	777	154	179	183	150	141	159	466	867	748	879	817	501
HIS92_RS16285	NZ_CP051858.1	3169843	3170493	+	651	1475	977	2830	1209	1198	1642	714	869	1808	618	1034	713
HIS92_RS16290	NZ_CP051858.1	3170609	3170682	+	74	2	2	11	1	5	4	7	5	3	1	0	1
HIS92_RS16295	NZ_CP051858.1	3170885	3172027	+	1143	31	15	56	36	28	37	50	17	32	16	28	19
HIS92_RS16300	NZ_CP051858.1	3172072	3172959	+	888	26	24	70	57	37	65	81	37	50	29	23	27
HIS92_RS16305	NZ_CP051858.1	3173018	3173506	+	489	1545	1146	2045	1439	1217	1531	908	1083	1228	781	806	657
HIS92_RS16310	NZ_CP051858.1	3173634	3175703	+	2070	126	101	130	136	99	113	59	64	68	57	49	46
HIS92_RS16315	NZ_CP051858.1	3176096	3177991	+	1896	44	42	50	56	32	47	60	46	46	20	35	26
HIS92_RS16320	NZ_CP051858.1	3178443	3179618	+	1176	8	10	9	17	10	21	15	6	15	6	6	9
HIS92_RS16325	NZ_CP051858.1	3179747	3182776	+	3030	20	9	23	25	29	15	32	12	8	5	3	1
HIS92_RS16330	NZ_CP051858.1	3182943	3184502	-	1560	125	128	167	167	195	182	234	265	318	208	223	219
HIS92_RS16335	NZ_CP051858.1	3184761	3187658	+	2898	1571	926	2027	322	729	850	891	678	958	184	423	238
HIS92_RS16340	NZ_CP051858.1	3187909	3188457	+	549	13	5	11	1	9	8	15	6	10	5	10	4
HIS92_RS16345	NZ_CP051858.1	3188470	3190044	+	1575	41	35	74	21	41	34	61	38	38	9	25	10
HIS92_RS16350	NZ_CP051858.1	3190294	3192270	+	1977	532	364	502	373	534	789	184	192	297	132	195	169
HIS92_RS16355	NZ_CP051858.1	3192421	3194022	+	1602	13	13	5	7	13	13	31	21	12	9	1	9
HIS92_RS16360	NZ_CP051858.1	3194025	3194717	+	693	1	2	2	3	10	7	10	8	2	8	1	10
HIS92_RS16365	NZ_CP051858.1	3194764	3196068	-	1305	12	10	8	13	10	11	13	6	21	7	11	6
HIS92_RS16370	NZ_CP051858.1	3196323	3196577	+	255	35	20	43	45	27	30	19	27	29	12	14	10
HIS92_RS16375	NZ_CP051858.1	3196713	3197216	+	504	46	7	18	14	11	16	4	7	9	6	8	1
HIS92_RS16380	NZ_CP051858.1	3197657	3198526	+	870	374	243	493	426	356	492	333	345	383	227	254	201
HIS92_RS16385	NZ_CP051858.1	3198678	3199358	+	681	4	1	11	16	6	18	4	4	14	5	4	1
HIS92_RS16390	NZ_CP051858.1	3199670	3200236	+	567	1	0	6	0	0	2	1	0	2	1	0	2
HIS92_RS16395	NZ_CP051858.1	3200233	3201330	+	1098	1	1	11	2	3	6	5	5	1	2	1	2
HIS92_RS16400	NZ_CP051858.1	3201330	3202262	+	933	1	2	6	4	1	4	0	3	4	6	1	0
HIS92_RS16405	NZ_CP051858.1	3202259	3203080	+	822	7	0	4	3	6	17	5	7	8	2	4	3
HIS92_RS16410	NZ_CP051858.1	3203102	3204478	+	1377	26	38	45	33	36	34	20	27	20	14	16	13
HIS92_RS16415	NZ_CP051858.1	3205029	3205733	+	705	0	1	1	2	0	4	24	2	3	5	0	2
HIS92_RS16420	NZ_CP051858.1	3205929	3206600	+	672	0	8	7	6	10	14	17	13	21	6	17	8
